epoch,step,split,total_loss,pred_loss,inv_loss,gate_loss,swap_loss,swap_diff_loss,swap_same_loss,kl_loss,effective_lambda_kl,effective_lambda_envpred,effective_lambda_future_mi,effective_lambda_swap,effective_lambda_sep,effective_lambda_mask_sparse,aux_schedule_factor,ind_loss,sparse_loss,entropy_loss,residual_norm_loss,env_consistency_loss,z_cons_loss,y_cons_loss,effective_lambda_z_cons,effective_lambda_y_cons,persistence_mi_loss,envpred_loss,future_mi_loss,future_mi_type,env_fut_nll,env_fut_nll_plus,env_fut_nll_minus,env_fut_kl,pred_fut_logvar_mean,pred_fut_mu_norm,future_mi_valid,sep_loss,sep_mi_type,club_upper_bound,club_fit_nll,cross_cov_loss,hsic_loss,rank_loss,mask_sparse_loss,effective_lambda_persistence_mi,rho_mean,rho_std,rho_min,rho_max,rho_entropy,delta_gain_mean,delta_gain_std,delta_gain_pos_ratio,s_gain_mean,persist_score_mean,persist_score_std,s_persist_mean,s_gate_mean,persistence_valid,potential_gain_mean,swap_delta_mean,swap_weight_mean,env_mu_abs_mean,env_std_mean,r_env_abs_mean,y_inv_mae,y_potential_mae,y_hat_mae,sep_projection_ratio,sep_cos_z_env_before,sep_cos_z_env_after,sep_lowrank_energy_ratio,sep_residual_norm,sep_z_raw_norm,sep_z_inv_norm,sep_env_raw_norm,sep_env_norm,sep_proj_norm,sep_basis_rank,sep_svd_top_singular_mean,sep_lowrank_rank,sep_env_residual_norm,mask_mean,mask_std,mask_min,mask_max,mask_entropy,mask_active_ratio,env_plus_norm,env_minus_norm,env_hist_norm,env_fut_norm,env_fut_pred_norm,fusion_gamma_abs_mean,fusion_beta_abs_mean,timestamp_valid,cur_time_emb_norm,seq_time_emb_norm,future_time_emb_norm,backbone_aux_loss,curriculum_horizon,cast_vq_loss,cast_commit_loss,cast_mi_loss,stone_graph_perturb_loss,stone_spatial_graph_entropy,stone_temporal_graph_entropy,val_mae,val_mse,val_rmse,val_mape,val_wape,val_mae_h3,val_rmse_h3,val_mape_h3,val_wape_h3,val_mae_h6,val_rmse_h6,val_mape_h6,val_wape_h6,val_mae_h12,val_rmse_h12,val_mape_h12,val_wape_h12,val_mae_avg12,val_rmse_avg12,val_mape_avg12,val_wape_avg12,lr
1,20,train,0.1972683221101761,0.16457968950271606,0.1634431779384613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4967692196369171,0.4967692196369171,0.49688708782196045,0.0,0.019682567566633224,0.466020792722702,1.0,0.0,1.0,0.0,0.0,0.0001778715813998133,0.0,0.0,0.0,0.0,0.2760345935821533,0.014242270961403847,0.23699450492858887,0.335160493850708,0.586886465549469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.6703341316315345e-05,0.46942445635795593,0.0648065134882927,0.9885048866271973,0.0,0.1634431779384613,0.16457968950271606,0.16457968950271606,0.0,0.0,0.0,0.0,0.0,3.9893014430999756,3.9893014430999756,1.6579262018203735,1.6579262018203735,0.0,0.0,0.0,0.0,0.0,0.2760345935821533,0.030263211578130722,0.17936426401138306,0.4573354721069336,0.586886465549469,0.0,1.668487548828125,1.6585761308670044,1.6579262018203735,1.6555885076522827,0.466020792722702,0.012804053723812103,0.0050986940041184425,1.0,3.040621757507324,3.0440635681152344,3.0386595726013184,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.001
1,40,train,0.22506465017795563,0.18742191791534424,0.18821366131305695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.48531273007392883,0.48531270027160645,0.48535239696502686,0.0,0.017975905910134315,0.46182528138160706,1.0,0.0,1.0,0.0,0.0,0.000270791701041162,0.0,0.0,0.0,0.0,0.27511918544769287,0.013005859218537807,0.23553693294525146,0.32305023074150085,0.5860873460769653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.874888425845711e-06,0.46785441040992737,0.06383872032165527,0.9771286249160767,0.0,0.18821366131305695,0.18742191791534424,0.18742191791534424,0.0,0.0,0.0,0.0,0.0,4.007798194885254,4.007798194885254,1.6409424543380737,1.6409424543380737,0.0,0.0,0.0,0.0,0.0,0.27511918544769287,0.029627522453665733,0.17157462239265442,0.4244067370891571,0.5860873460769653,0.0,1.6510943174362183,1.6416901350021362,1.6409424543380737,1.638460397720337,0.46182528138160706,0.018521346151828766,0.006075873970985413,1.0,3.0280075073242188,3.036543846130371,3.1485090255737305,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.001
1,60,train,0.17108242213726044,0.14255204796791077,0.14265190064907074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.47916650772094727,0.47916650772094727,0.4792240858078003,0.0,0.01954192854464054,0.47164878249168396,1.0,0.0,1.0,0.0,0.0,0.00033573535620234907,0.0,0.0,0.0,0.0,0.27716076374053955,0.012991616502404213,0.23473107814788818,0.32718729972839355,0.5880240797996521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.9723101761192083e-05,0.4647444784641266,0.06461920589208603,0.9703583717346191,0.0,0.14265190064907074,0.14255204796791077,0.14255204796791077,0.0,0.0,0.0,0.0,0.0,3.7972452640533447,3.7972452640533447,1.6330751180648804,1.6330751180648804,0.0,0.0,0.0,0.0,0.0,0.27716076374053955,0.029911935329437256,0.1745298206806183,0.4428713917732239,0.5880240797996521,0.0,1.6445910930633545,1.6333578824996948,1.6330751180648804,1.6289563179016113,0.47164878249168396,0.021326515823602676,0.005416687112301588,1.0,3.036388397216797,3.091367244720459,3.04925799369812,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.001
1,80,train,0.252353698015213,0.21010883152484894,0.21122431755065918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4691082835197449,0.4691082835197449,0.4691039025783539,0.0,0.018829122185707092,0.4594869911670685,1.0,0.0,1.0,0.0,0.0,0.0003868283820338547,0.0,0.0,0.0,0.0,0.2806083559989929,0.01539023406803608,0.23251740634441376,0.3366396427154541,0.5911514759063721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.8738173821475357e-06,0.4648142158985138,0.06616473197937012,0.9628614783287048,0.0,0.21122431755065918,0.21010883152484894,0.21010883152484894,0.0,0.0,0.0,0.0,0.0,3.8089916706085205,3.8089916706085205,1.618998646736145,1.618998646736145,0.0,0.0,0.0,0.0,0.0,0.2806083559989929,0.030996188521385193,0.1727200448513031,0.4755587875843048,0.5911514759063721,0.0,1.6309268474578857,1.6189818382263184,1.618998646736145,1.61769700050354,0.4594869911670685,0.023536166176199913,0.00675809383392334,1.0,2.971039295196533,3.0203027725219727,3.066481351852417,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.001
1,100,train,0.17318758368492126,0.14427386224269867,0.14456862211227417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.46491530537605286,0.46491527557373047,0.4649052321910858,0.0,0.01972668617963791,0.46533846855163574,1.0,0.0,1.0,0.0,0.0,0.00029800445190630853,0.0,0.0,0.0,0.0,0.27725958824157715,0.011276807636022568,0.23705630004405975,0.3174148499965668,0.5882532596588135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.309612945187837e-05,0.4649057686328888,0.06428181380033493,0.9557644724845886,0.0,0.14456862211227417,0.14427386224269867,0.14427386224269867,0.0,0.0,0.0,0.0,0.0,3.835047483444214,3.835047483444214,1.6075814962387085,1.6075814962387085,0.0,0.0,0.0,0.0,0.0,0.27725958824157715,0.028987901285290718,0.17113426327705383,0.42754486203193665,0.5882532596588135,0.0,1.6197948455810547,1.6074079275131226,1.6075814962387085,1.6067404747009277,0.46533846855163574,0.025958038866519928,0.007879755459725857,1.0,2.8539376258850098,2.9129772186279297,2.93554949760437,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.001
1,120,train,0.15431198477745056,0.12857621908187866,0.12867885828018188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.45584166049957275,0.45584169030189514,0.4558403789997101,0.0,0.017691200599074364,0.46523618698120117,1.0,0.0,1.0,0.0,0.0,0.00041654700180515647,0.0,0.0,0.0,0.0,0.277812659740448,0.012842515483498573,0.2363591492176056,0.3166021704673767,0.5884373784065247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.5735209672129713e-05,0.463099867105484,0.0662108063697815,0.9450235366821289,0.0,0.12867885828018188,0.12857621908187866,0.12857621908187866,0.0,0.0,0.0,0.0,0.0,3.9946115016937256,3.9946115016937256,1.593774437904358,1.593774437904358,0.0,0.0,0.0,0.0,0.0,0.277812659740448,0.03128356486558914,0.16874825954437256,0.4271716773509979,0.5884373784065247,0.0,1.6085364818572998,1.5932722091674805,1.593774437904358,1.5955686569213867,0.46523618698120117,0.027127930894494057,0.007928037084639072,1.0,3.097775459289551,3.1015701293945312,3.029993772506714,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.001
1,140,train,0.1638612151145935,0.1365249902009964,0.13668109476566315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.44471049308776855,0.44471046328544617,0.4447247087955475,0.0,0.0201923418790102,0.46056246757507324,1.0,0.0,1.0,0.0,0.0,0.0004617250233422965,0.0,0.0,0.0,0.0,0.2758939564228058,0.013068516738712788,0.23474930226802826,0.3338291645050049,0.5867024064064026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.04599151504226e-05,0.46407902240753174,0.06391996890306473,0.9340503811836243,0.0,0.13668109476566315,0.1365249902009964,0.1365249902009964,0.0,0.0,0.0,0.0,0.0,3.780734062194824,3.780734062194824,1.5730509757995605,1.5730509757995605,0.0,0.0,0.0,0.0,0.0,0.2758939564228058,0.030562900006771088,0.16300879418849945,0.44098567962646484,0.5867024064064026,0.0,1.5853132009506226,1.5731109380722046,1.5730509757995605,1.5685697793960571,0.46056246757507324,0.029335476458072662,0.008785579353570938,1.0,2.791063070297241,2.9000630378723145,2.9224319458007812,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.001
1,160,train,0.1671724021434784,0.13926780223846436,0.13952302932739258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4336220622062683,0.4336220622062683,0.43363717198371887,0.0,0.018662286922335625,0.45980048179626465,1.0,0.0,1.0,0.0,0.0,0.00030006596352905035,0.0,0.0,0.0,0.0,0.27549147605895996,0.01336729433387518,0.2407713532447815,0.3363228738307953,0.5864748358726501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.870297536603175e-05,0.4638301134109497,0.06294313818216324,0.9202864170074463,0.0,0.13952302932739258,0.13926780223846436,0.13926780223846436,0.0,0.0,0.0,0.0,0.0,3.8791730403900146,3.8791730403900146,1.5501708984375,1.5501708984375,0.0,0.0,0.0,0.0,0.0,0.27549147605895996,0.029474901035428047,0.1687987893819809,0.4356464743614197,0.5864748358726501,0.0,1.56111741065979,1.5502506494522095,1.5501708984375,1.554102897644043,0.45980048179626465,0.030343208461999893,0.009520812891423702,1.0,2.835660934448242,2.8443801403045654,2.8322157859802246,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.001
1,180,train,0.15290044248104095,0.12740328907966614,0.12748578190803528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.41551363468170166,0.4155136048793793,0.41547447443008423,0.0,0.017988810315728188,0.4593682289123535,1.0,0.0,1.0,0.0,0.0,0.00038275562110356987,0.0,0.0,0.0,0.0,0.2753913700580597,0.012391040101647377,0.234351247549057,0.32985174655914307,0.5863587856292725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.550469308625907e-05,0.4611334502696991,0.06287670135498047,0.9029834270477295,0.0,0.12748578190803528,0.12740328907966614,0.12740328907966614,0.0,0.0,0.0,0.0,0.0,3.9509963989257812,3.9509963989257812,1.52248215675354,1.52248215675354,0.0,0.0,0.0,0.0,0.0,0.2753913700580597,0.029597437009215355,0.15447990596294403,0.4469921588897705,0.5863587856292725,0.0,1.5326001644134521,1.5229953527450562,1.52248215675354,1.524686574935913,0.4593682289123535,0.03111894242465496,0.00900102499872446,1.0,2.923448085784912,2.924785614013672,2.9103121757507324,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.001
1,200,train,0.177464559674263,0.14793726801872253,0.14763647317886353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4096372723579407,0.40963730216026306,0.40967488288879395,0.0,0.021733909845352173,0.4660724401473999,1.0,0.0,1.0,0.0,0.0,0.0004407765227369964,0.0,0.0,0.0,0.0,0.2780892848968506,0.010247057303786278,0.24363675713539124,0.317477285861969,0.5892409086227417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.96385696856305e-05,0.4621008634567261,0.06337367743253708,0.8955106139183044,0.0,0.14763647317886353,0.14793726801872253,0.14793726801872253,0.0,0.0,0.0,0.0,0.0,3.786881923675537,3.786881923675537,1.5111331939697266,1.5111331939697266,0.0,0.0,0.0,0.0,0.0,0.2780892550945282,0.02763371355831623,0.17255060374736786,0.41315197944641113,0.5892409086227417,0.0,1.5209367275238037,1.5112725496292114,1.5111331939697266,1.5126445293426514,0.4660724401473999,0.031905919313430786,0.009675354696810246,1.0,2.8830032348632812,2.878955364227295,2.9695451259613037,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.001
