epoch,step,split,total_loss,pred_loss,inv_loss,gate_loss,swap_loss,swap_diff_loss,swap_same_loss,kl_loss,effective_lambda_kl,effective_lambda_envpred,effective_lambda_future_mi,effective_lambda_swap,effective_lambda_sep,effective_lambda_mask_sparse,aux_schedule_factor,ind_loss,sparse_loss,entropy_loss,residual_norm_loss,env_consistency_loss,z_cons_loss,y_cons_loss,effective_lambda_z_cons,effective_lambda_y_cons,persistence_mi_loss,envpred_loss,future_mi_loss,future_mi_type,env_fut_nll,env_fut_nll_plus,env_fut_nll_minus,env_fut_kl,pred_fut_logvar_mean,pred_fut_mu_norm,future_mi_valid,sep_loss,sep_mi_type,club_upper_bound,club_fit_nll,cross_cov_loss,hsic_loss,rank_loss,mask_sparse_loss,effective_lambda_persistence_mi,rho_mean,rho_std,rho_min,rho_max,rho_entropy,delta_gain_mean,delta_gain_std,delta_gain_pos_ratio,s_gain_mean,persist_score_mean,persist_score_std,s_persist_mean,s_gate_mean,persistence_valid,potential_gain_mean,swap_delta_mean,swap_weight_mean,env_mu_abs_mean,env_std_mean,r_env_abs_mean,y_inv_mae,y_potential_mae,y_hat_mae,sep_projection_ratio,sep_cos_z_env_before,sep_cos_z_env_after,sep_lowrank_energy_ratio,sep_residual_norm,sep_z_raw_norm,sep_z_inv_norm,sep_env_raw_norm,sep_env_norm,sep_proj_norm,sep_basis_rank,sep_svd_top_singular_mean,sep_lowrank_rank,sep_env_residual_norm,mask_mean,mask_std,mask_min,mask_max,mask_entropy,mask_active_ratio,env_plus_norm,env_minus_norm,env_hist_norm,env_fut_norm,env_fut_pred_norm,fusion_gamma_abs_mean,fusion_beta_abs_mean,timestamp_valid,cur_time_emb_norm,seq_time_emb_norm,future_time_emb_norm,backbone_aux_loss,grad_consensus/agree_mean,grad_consensus/agree_std,grad_consensus/agree_min,grad_consensus/agree_max,grad_consensus/rho_mean,grad_consensus/rho_max,grad_consensus/using_fallback_z_inv,grad_consensus/ema_agree_mean,grad_surgery/enabled,grad_surgery/conflict_cos,grad_surgery/conflict_dot,grad_surgery/projection_norm,grad_surgery/aux_grad_norm,grad_surgery/primary_grad_norm,curriculum_horizon,cast_vq_loss,cast_commit_loss,cast_mi_loss,stone_graph_perturb_loss,stone_spatial_graph_entropy,stone_temporal_graph_entropy,val_mae,val_mse,val_rmse,val_mape,val_wape,val_mae_h3,val_rmse_h3,val_mape_h3,val_wape_h3,val_mae_h6,val_rmse_h6,val_mape_h6,val_wape_h6,val_mae_h12,val_rmse_h12,val_mape_h12,val_wape_h12,val_mae_avg12,val_rmse_avg12,val_mape_avg12,val_wape_avg12,lr
1,20,train,49.609981536865234,41.34200668334961,41.339866638183594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5118514895439148,0.5118514895439148,0.5118736624717712,0.0,-0.009218319319188595,0.4599306285381317,1.0,0.0,1.0,0.0,0.0,0.0002738417242653668,0.0,0.0,0.0,0.0,0.2618423402309418,0.008975994773209095,0.23485490679740906,0.29429665207862854,0.5738165378570557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.001331242616288364,0.47295236587524414,0.06382519751787186,1.0023680925369263,0.0,41.339866638183594,41.34200668334961,41.34200668334961,0.06558118760585785,-0.013412300497293472,-1.0722840670940315e-10,0.0,0.0,6.061703681945801,6.061703681945801,1.6717513799667358,1.6717513799667358,0.37889814376831055,0.0,0.0,0.0,0.0,0.2618423402309418,0.021158499643206596,0.17360523343086243,0.3879946172237396,0.5738165378570557,0.0,1.6761345863342285,1.6726850271224976,1.6717513799667358,1.6755491495132446,0.4599306285381317,0.016385843977332115,0.01267661526799202,1.0,3.5515530109405518,3.3986146450042725,3.312067747116089,0.0,,,,,,,,,,,,,,,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.001
1,40,train,34.14046096801758,28.4499568939209,28.452512741088867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5069916844367981,0.5069916844367981,0.5069895386695862,0.0,-0.009676294401288033,0.4517597556114197,1.0,0.0,1.0,0.0,0.0,0.0002770438732113689,0.0,0.0,0.0,0.0,0.26419612765312195,0.007018230389803648,0.24034321308135986,0.2880804240703583,0.5764855742454529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.004885430447757244,0.4711723029613495,0.06677020341157913,0.9983980655670166,0.0,28.452512741088867,28.4499568939209,28.4499568939209,0.045849885791540146,-0.0024082150775939226,-2.5657902885667383e-11,0.0,0.0,5.695932865142822,5.695932865142822,1.675883412361145,1.675883412361145,0.2235037237405777,0.0,0.0,0.0,0.0,0.26419609785079956,0.018851416185498238,0.18593361973762512,0.351161390542984,0.5764855742454529,0.0,1.675041675567627,1.6782503128051758,1.675883412361145,1.6752474308013916,0.4517597556114197,0.030708584934473038,0.012642011977732182,1.0,3.040666103363037,3.080554723739624,3.1039438247680664,0.0,,,,,,,,,,,,,,,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.001
1,60,train,42.85506057739258,35.706966400146484,35.740478515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5042953491210938,0.5042953491210938,0.5042948722839355,0.0,-0.008487673476338387,0.4546542465686798,1.0,0.0,1.0,0.0,0.0,0.000307676411466673,0.0,0.0,0.0,0.0,0.26929575204849243,0.006813591346144676,0.23584100604057312,0.28833162784576416,0.5818159580230713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.006219859234988689,0.46341177821159363,0.06982047855854034,0.9952167868614197,0.0,35.740478515625,35.706966400146484,35.706966400146484,0.04448184370994568,-0.0031218065414577723,1.670999276448537e-11,0.0,0.0,5.792167663574219,5.792167663574219,1.6743489503860474,1.6743489503860474,0.20065972208976746,0.0,0.0,0.0,0.0,0.26929572224617004,0.017066925764083862,0.20026634633541107,0.3516290783882141,0.5818159580230713,0.0,1.671875,1.6768975257873535,1.6743489503860474,1.6751410961151123,0.4546542465686798,0.04192674905061722,0.012660214677453041,1.0,3.011232852935791,3.0843586921691895,3.0788352489471436,0.0,,,,,,,,,,,,,,,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.001
1,80,train,43.82683563232422,36.5210075378418,36.52914810180664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5030955076217651,0.5030955672264099,0.5031141042709351,0.0,-0.01014528889209032,0.453466534614563,1.0,0.0,1.0,0.0,0.0,0.00032068759901449084,0.0,0.0,0.0,0.0,0.27421876788139343,0.006910317111760378,0.2485159933567047,0.29463398456573486,0.5867376923561096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0013275259407237172,0.4618677496910095,0.07322539389133453,0.9936800003051758,0.0,36.52914810180664,36.5210075378418,36.5210075378418,0.0420515239238739,0.008569804020226002,2.2542891164878398e-11,0.0,0.0,5.7876787185668945,5.7876787185668945,1.6828768253326416,1.6828768253326416,0.19937968254089355,0.0,0.0,0.0,0.0,0.27421870827674866,0.01634497568011284,0.19219070672988892,0.34781062602996826,0.5867376923561096,0.0,1.6793162822723389,1.6856797933578491,1.6828768253326416,1.6816792488098145,0.453466534614563,0.04766885191202164,0.013981310650706291,1.0,3.2276110649108887,3.1404666900634766,3.0677523612976074,0.0,,,,,,,,,,,,,,,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.001
1,100,train,30.14174461364746,25.11937141418457,25.111867904663086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5009132623672485,0.5009132623672485,0.5009117722511292,0.0,-0.008821208029985428,0.45548224449157715,1.0,0.0,1.0,0.0,0.0,0.00026670395163819194,0.0,0.0,0.0,0.0,0.27636289596557617,0.005626902915537357,0.25472816824913025,0.2945627272129059,0.5889342427253723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.00923755019903183,0.4605490267276764,0.07418849319219589,0.9913550019264221,0.0,25.111867904663086,25.11937141418457,25.11937141418457,0.038905732333660126,-0.0046333856880664825,-3.355351829714692e-10,0.0,0.0,5.838131427764893,5.838131427764893,1.6850374937057495,1.6850374937057495,0.18347662687301636,0.0,0.0,0.0,0.0,0.2763628661632538,0.014839086681604385,0.2143561840057373,0.3427737057209015,0.5889342427253723,0.0,1.680571436882019,1.687976598739624,1.6850374937057495,1.6814194917678833,0.45548224449157715,0.054551176726818085,0.01628447137773037,1.0,3.039033889770508,2.9874496459960938,2.966270923614502,0.0,,,,,,,,,,,,,,,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.001
1,120,train,27.05917739868164,22.55105972290039,22.540592193603516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.49936407804489136,0.49936407804489136,0.4993652105331421,0.0,-0.009255967102944851,0.45275628566741943,1.0,0.0,1.0,0.0,0.0,0.00028853773255832493,0.0,0.0,0.0,0.0,0.2798532545566559,0.004590350668877363,0.26456451416015625,0.29649120569229126,0.5923317670822144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0009157235617749393,0.4526272714138031,0.07921941578388214,0.9903243184089661,0.0,22.540592193603516,22.55105972290039,22.55105972290039,0.038815390318632126,-0.015219091437757015,9.233074374503936e-12,0.0,0.0,5.936698913574219,5.936698913574219,1.6895599365234375,1.6895599365234375,0.18226343393325806,0.0,0.0,0.0,0.0,0.2798532545566559,0.01394666451960802,0.21423578262329102,0.3401457667350769,0.5923317670822144,0.0,1.684614896774292,1.6926147937774658,1.6895599365234375,1.6834418773651123,0.45275628566741943,0.059204068034887314,0.016874633729457855,1.0,3.050208568572998,2.9754505157470703,2.9543981552124023,0.0,,,,,,,,,,,,,,,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.001
1,140,train,32.68342590332031,27.234651565551758,27.243871688842773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.49837666749954224,0.49837666749954224,0.4983973801136017,0.0,-0.008970319293439388,0.45209598541259766,1.0,0.0,1.0,0.0,0.0,0.00020466756541281939,0.0,0.0,0.0,0.0,0.28296568989753723,0.004954054486006498,0.26355481147766113,0.29987943172454834,0.5952213406562805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0006548735545948148,0.4518972635269165,0.08080766350030899,0.9888492226600647,0.0,27.243871688842773,27.234651565551758,27.234651565551758,0.03531347215175629,-0.004600904881954193,-9.406232737152465e-11,0.0,0.0,5.859968185424805,5.859968185424805,1.6929349899291992,1.6929349899291992,0.16175290942192078,0.0,0.0,0.0,0.0,0.28296568989753723,0.014396166428923607,0.2159060537815094,0.3403134346008301,0.5952213406562805,0.0,1.6861305236816406,1.6968096494674683,1.6929349899291992,1.6864674091339111,0.45209598541259766,0.0663529559969902,0.017569735646247864,1.0,2.8884832859039307,2.8854761123657227,2.959095001220703,0.0,,,,,,,,,,,,,,,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.001
1,160,train,33.12493133544922,27.605724334716797,27.59603500366211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.49697741866111755,0.49697741866111755,0.4969712495803833,0.0,-0.00919348280876875,0.45324739813804626,1.0,0.0,1.0,0.0,0.0,0.0001991691387956962,0.0,0.0,0.0,0.0,0.28625085949897766,0.004652006551623344,0.2688916325569153,0.3031131625175476,0.598284125328064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.008867230266332626,0.4488849639892578,0.08415962010622025,0.9875107407569885,0.0,27.59603500366211,27.605724334716797,27.605724334716797,0.032106030732393265,0.0032356311567127705,8.254459615830712e-11,0.0,0.0,5.88173246383667,5.88173246383667,1.6957638263702393,1.6957638263702393,0.14944343268871307,0.0,0.0,0.0,0.0,0.28625088930130005,0.013947851024568081,0.2196240872144699,0.34803497791290283,0.598284125328064,0.0,1.6882785558700562,1.6998817920684814,1.6957638263702393,1.6933561563491821,0.45324739813804626,0.06925500929355621,0.017641838639974594,1.0,2.798489809036255,2.8755455017089844,2.9266269207000732,0.0,,,,,,,,,,,,,,,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.001
1,180,train,28.122440338134766,23.437259674072266,23.425907135009766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4971977472305298,0.4971977472305298,0.4971939027309418,0.0,-0.008605290204286575,0.4523800313472748,1.0,0.0,1.0,0.0,0.0,0.00031565516837872565,0.0,0.0,0.0,0.0,0.28939229249954224,0.004622017499059439,0.27033162117004395,0.3066804111003876,0.6011207103729248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0006802747957408428,0.44771653413772583,0.08423946052789688,0.9867590665817261,0.0,23.425907135009766,23.437259674072266,23.437259674072266,0.030942844226956367,-0.004027117043733597,8.742435247954816e-11,0.0,0.0,6.120317459106445,6.120316982269287,1.691436767578125,1.691436767578125,0.14868220686912537,0.0,0.0,0.0,0.0,0.28939229249954224,0.01413089781999588,0.22619646787643433,0.3487992584705353,0.6011207103729248,0.0,1.6838141679763794,1.6957004070281982,1.691436767578125,1.6951698064804077,0.4523800313472748,0.07335160672664642,0.017182938754558563,1.0,2.8640127182006836,2.7173354625701904,2.7659130096435547,0.0,,,,,,,,,,,,,,,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.001
1,200,train,29.906627655029297,24.927217483520508,24.897050857543945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.49618878960609436,0.49618878960609436,0.49617719650268555,0.0,-0.009446172043681145,0.4504584074020386,1.0,0.0,1.0,0.0,0.0,0.0002944457810372114,0.0,0.0,0.0,0.0,0.29216310381889343,0.004547065123915672,0.27480635046958923,0.31206244230270386,0.6035769581794739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.008291300386190414,0.44477325677871704,0.08547492325305939,0.9864287376403809,0.0,24.897050857543945,24.927217483520508,24.927217483520508,0.03354151174426079,-0.008785410784184933,-3.6654887458631435e-11,0.0,0.0,5.574299335479736,5.5742998123168945,1.6973371505737305,1.6973371505737305,0.1461772471666336,0.0,0.0,0.0,0.0,0.29216310381889343,0.014375582337379456,0.23067538440227509,0.3536868095397949,0.6035769581794739,0.0,1.6885403394699097,1.7021669149398804,1.6973371505737305,1.6973403692245483,0.4504584074020386,0.080006442964077,0.019057272002100945,1.0,2.7898364067077637,2.890749931335449,2.847803831100464,0.0,,,,,,,,,,,,,,,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.001
